0.005000 0 0.449000 0.600000 0.030861 0.026422 0.448196 0.315477 0.600000 0.599055 0.064099 0.511188 0.113895 
0.010000 0 0.450000 0.600000 0.064465 0.054152 0.119837 0.454835 0.600000 0.773094 0.073166 0.518796 0.112719 
0.015000 11 0.442000 0.600000 0.186641 0.077356 -0.004571 0.589467 0.600000 0.999994 0.000009 0.502834 0.105031 
0.020000 4 0.458000 0.600000 0.268692 0.125660 -0.004121 0.561806 0.600000 0.999999 0.000001 0.502832 0.105032 
0.025000 2 0.428000 0.600000 0.355480 0.250525 -0.006902 0.478805 0.600000 0.999999 0.000002 0.502832 0.105032 
0.030000 4 0.390000 0.600000 0.383544 0.279568 -0.009237 0.465379 0.600000 1.000000 0.000000 0.502832 0.105032 
0.035000 7 0.437000 0.600000 0.435330 0.335475 0.004209 0.385941 0.600000 0.999885 0.000172 0.502847 0.105028 
0.040000 3 0.400000 0.600000 0.454251 0.337157 0.035089 0.382052 0.600000 0.995688 0.006687 0.503752 0.104519 
0.045000 3 0.428000 0.600000 0.534160 0.336024 -0.006754 0.288485 0.600000 0.994847 0.015330 0.503724 0.105538 
0.050000 5 0.433000 0.600000 0.557679 0.363590 -0.009903 0.246289 0.600000 0.990137 0.014907 0.505781 0.104223 
