0.005000 0 0.446000 0.400000 0.044237 0.029404 0.313447 0.084743 0.400000 0.649022 0.066548 0.418539 0.116832 
0.010000 0 0.459000 0.400000 0.120366 0.077109 0.059561 0.373745 0.400000 0.968497 0.056771 0.405322 0.109554 
0.015000 3 0.440000 0.400000 0.301663 0.166920 -0.008274 0.363293 0.400000 0.994130 0.014369 0.395131 0.108016 
0.020000 1 0.436000 0.400000 0.368730 0.218432 0.092023 0.315295 0.400000 0.997353 0.005297 0.393780 0.107544 
0.025000 3 0.436000 0.400000 0.434982 0.276641 -0.004875 0.290263 0.400000 0.994605 0.014858 0.394878 0.107635 
0.030000 0 0.385000 0.400000 0.350196 0.307567 -0.008145 0.273067 0.400000 0.986984 0.026006 0.397955 0.108420 
0.035000 0 0.413000 0.400000 0.453876 0.333146 -0.010118 0.229348 0.400000 0.999857 0.000320 0.392794 0.107367 
0.040000 2 0.396000 0.400000 0.621671 0.338386 0.025005 0.145271 0.400000 0.997009 0.008890 0.393955 0.107723 
0.045000 0 0.409000 0.400000 0.588471 0.353050 -0.003976 0.152377 0.400000 0.999764 0.000571 0.392829 0.107366 
0.050000 0 0.394000 0.400000 0.667044 0.340166 0.001194 0.140862 0.400000 0.996412 0.010692 0.394204 0.107805 
