0.005000 0 0.484000 0.300000 0.067474 0.072586 0.076135 0.187231 0.300000 0.765768 0.040979 0.325987 0.128738 
0.010000 2 0.447000 0.300000 0.300022 0.232891 0.007703 0.236204 0.300000 0.984386 0.046821 0.292814 0.118783 
0.015000 0 0.427000 0.300000 0.236175 0.270759 0.017551 0.211640 0.300000 0.948968 0.066055 0.301459 0.123801 
0.020000 0 0.418000 0.300000 0.316592 0.349729 -0.001372 0.180432 0.300000 0.972619 0.038905 0.294706 0.117489 
0.025000 0 0.383000 0.300000 0.435584 0.393097 0.007138 0.138985 0.300000 0.997905 0.003506 0.287935 0.115179 
0.030000 0 0.389000 0.300000 0.532068 0.402297 0.003776 0.107825 0.300000 0.999990 0.000027 0.272854 0.123347 
0.035000 0 0.410000 0.300000 0.584053 0.391813 0.003370 0.094649 0.300000 0.999984 0.000047 0.274574 0.122129 
0.040000 0 0.394000 0.300000 0.651434 0.382552 0.002035 0.075552 0.300000 1.000000 0.000000 0.279655 0.115120 
0.045000 0 0.424000 0.300000 0.743424 0.350902 0.005625 0.069450 0.300000 1.000000 0.000000 0.252252 0.123843 
0.050000 1 0.386000 0.300000 0.862983 0.282134 0.005748 0.058781 0.300000 1.000000 0.000000 0.261829 0.110878 
