0.005000 0 0.466000 0.200000 0.065639 0.071095 0.010522 0.165930 0.200000 0.879740 0.080021 0.214969 0.129831 
0.010000 0 0.451000 0.200000 0.230891 0.232466 0.042070 0.143473 0.200000 0.986115 0.033105 0.198318 0.123362 
0.015000 0 0.439000 0.200000 0.337641 0.323459 0.015369 0.119015 0.200000 0.994330 0.014656 0.196692 0.122415 
0.020000 0 0.411000 0.200000 0.589030 0.372925 0.043041 0.074798 0.200000 1.000000 0.000000 0.195625 0.121783 
0.025000 0 0.385000 0.200000 0.579451 0.386459 0.005493 0.073065 0.200000 1.000000 0.000000 0.195625 0.121783 
0.030000 0 0.377000 0.200000 0.742486 0.355504 0.010744 0.058216 0.200000 1.000000 0.000000 0.195625 0.121783 
0.035000 4 0.401000 0.200000 0.840884 0.341583 0.005883 0.055110 0.200000 1.000000 0.000000 0.195625 0.121783 
0.040000 21 0.399000 0.200000 0.862059 0.347272 0.011100 0.054611 0.200000 1.000000 0.000000 0.179355 0.133507 
0.045000 20 0.378000 0.200000 0.862549 0.347462 0.008359 0.053121 0.200000 1.000000 0.000000 0.173670 0.130893 
0.050000 66 0.403000 0.200000 0.862143 0.347310 0.005621 0.051949 0.200000 1.000000 0.000000 0.186671 0.117895 
