0.005000 0 0.452000 0.300000 0.058431 0.048481 0.261577 0.056381 0.300000 0.780574 0.084715 0.349415 0.118655 
0.010000 0 0.474000 0.300000 0.102088 0.084946 0.050501 0.273715 0.300000 0.942320 0.054248 0.338087 0.123367 
0.015000 0 0.433000 0.300000 0.198720 0.175823 0.190125 0.166916 0.300000 0.937859 0.069630 0.341047 0.125189 
0.020000 0 0.400000 0.300000 0.248655 0.200857 0.055492 0.236686 0.300000 0.982159 0.024059 0.323664 0.118050 
0.025000 0 0.432000 0.300000 0.416729 0.333133 0.002331 0.195338 0.300000 0.986896 0.022616 0.323409 0.118114 
0.030000 0 0.413000 0.300000 0.430591 0.360894 0.040120 0.155120 0.300000 0.996967 0.004549 0.319789 0.116325 
0.035000 0 0.396000 0.300000 0.485163 0.380728 0.013851 0.143903 0.300000 0.999829 0.000506 0.318833 0.115894 
0.040000 0 0.396000 0.300000 0.653627 0.351230 0.003815 0.107892 0.300000 1.000000 0.000000 0.318774 0.115865 
0.045000 0 0.393000 0.300000 0.650370 0.363082 0.006976 0.093162 0.300000 0.999965 0.000105 0.318785 0.115868 
0.050000 0 0.423000 0.300000 0.654565 0.365353 0.005670 0.090087 0.300000 0.999996 0.000011 0.266391 0.163092 
