0.005000 0 0.451000 0.800000 0.026282 0.026083 0.137879 0.560250 0.800000 0.496935 0.023747 0.819809 0.063370 
0.010000 12 0.433000 0.800000 0.090748 0.038385 0.076027 0.793280 0.800000 0.974276 0.012228 0.798731 0.043588 
0.015000 33 0.416000 0.800000 0.148798 0.075680 -0.015282 0.785778 0.800000 0.988801 0.004779 0.792683 0.045267 
0.020000 18 0.421000 0.800000 0.240303 0.186312 -0.013432 0.638993 0.800000 0.972288 0.010114 0.792264 0.045670 
0.025000 0 0.390000 0.800000 0.223370 0.237581 -0.007310 0.464586 0.800000 0.901074 0.016305 0.801429 0.044836 
0.030000 13 0.394000 0.800000 0.341164 0.328861 -0.006288 0.425868 0.800000 0.946876 0.021382 0.800984 0.046312 
0.035000 6 0.397000 0.800000 0.401308 0.352145 0.015941 0.314570 0.800000 0.940664 0.015546 0.772602 0.050337 
0.040000 0 0.398000 0.800000 0.446358 0.357033 0.010991 0.198836 0.800000 0.947760 0.032887 0.725310 0.067231 
0.045000 0 0.354000 0.800000 0.461390 0.394392 0.015490 0.166582 0.800000 0.932667 0.027313 0.662273 0.087779 
0.050000 0 0.364000 0.800000 0.653830 0.247628 0.002358 0.125508 0.800000 0.944025 0.029559 0.540424 0.081717 
