0.005000 0 0.360000 0.100000 0.344141 0.321004 0.053208 0.057307 0.100000 1.000000 0.000000 0.074719 0.141908 
0.010000 0 0.385000 0.100000 0.519323 0.407634 0.020922 0.059970 0.100000 0.968230 0.095309 0.092198 0.127590 
0.015000 17 0.461000 0.100000 0.664706 0.474772 0.013302 0.055276 0.100000 1.000000 0.000000 0.059225 0.149240 
0.020000 65 0.391000 0.100000 0.666595 0.476044 0.016620 0.052349 0.100000 1.000000 0.000000 0.074719 0.141908 
0.025000 111 0.369000 0.100000 0.665817 0.475499 0.017754 0.053790 0.100000 1.000000 0.000000 0.059225 0.149240 
0.030000 128 0.346000 0.100000 0.665669 0.475401 0.020029 0.052750 0.100000 1.000000 0.000000 0.094361 0.129314 
0.035000 186 0.386000 0.100000 0.665999 0.475629 0.014656 0.052101 0.100000 1.000000 0.000000 0.094361 0.129314 
0.040000 184 0.357000 0.100000 0.666634 0.476072 0.016621 0.052319 0.100000 1.000000 0.000000 0.094361 0.129314 
0.045000 341 0.366000 0.100000 0.666327 0.475859 0.016045 0.051442 0.100000 1.000000 0.000000 0.065682 0.146435 
0.050000 358 0.368000 0.100000 0.666613 0.476057 0.016089 0.054109 0.100000 1.000000 0.000000 0.074719 0.141908 
