0.005000 0 0.432000 0.400000 0.033530 0.031715 0.229667 0.265688 0.400000 0.707963 0.042645 0.388822 0.121790 
0.010000 4 0.451000 0.400000 0.226239 0.154932 -0.004450 0.363328 0.400000 0.980963 0.025333 0.362972 0.100392 
0.015000 2 0.441000 0.400000 0.344373 0.279007 0.074778 0.291702 0.400000 0.999402 0.001390 0.356733 0.099348 
0.020000 3 0.427000 0.400000 0.402031 0.335040 0.027379 0.259422 0.400000 0.989851 0.017162 0.359965 0.100250 
0.025000 3 0.399000 0.400000 0.467580 0.347232 -0.000305 0.229683 0.400000 0.997278 0.007307 0.357544 0.099578 
0.030000 0 0.385000 0.400000 0.524023 0.346934 0.006470 0.189434 0.400000 0.999923 0.000179 0.356556 0.099289 
0.035000 2 0.388000 0.400000 0.586878 0.368713 0.018565 0.148276 0.400000 0.999998 0.000005 0.356538 0.099291 
0.040000 0 0.386000 0.400000 0.626221 0.373099 0.001225 0.113418 0.400000 1.000000 0.000000 0.344689 0.103178 
0.045000 0 0.360000 0.400000 0.697773 0.347265 0.007397 0.086507 0.400000 0.998311 0.003418 0.338893 0.106872 
0.050000 0 0.365000 0.400000 0.733284 0.322528 -0.000892 0.071957 0.400000 1.000000 0.000000 0.305602 0.104141 
