0.005000 0 0.467000 0.531631 0.600000 0.000003 0.000008 0.096268 0.393439 0.600000 0.000557 0.000446 0.646685 0.389232 
0.010000 0 0.451000 0.530859 0.600000 0.002757 0.004282 -0.018545 0.612854 0.600000 0.254519 0.052130 0.829892 0.087550 
0.015000 3 0.492000 0.504310 0.600000 0.005412 0.007157 -0.016476 0.386750 0.600000 0.431831 0.060874 0.686801 0.094103 
0.020000 4 0.468000 0.559524 0.600000 0.008294 0.008870 0.257932 0.490317 0.600000 0.654183 0.209404 0.539282 0.179169 
0.025000 18 0.447000 0.551095 0.600000 0.009202 0.007444 0.028009 0.608651 0.600000 0.613766 0.079180 0.668417 0.156050 
0.030000 15 0.491000 0.552969 0.600000 0.011233 0.012216 0.019764 0.491565 0.600000 0.647551 0.114141 0.795792 0.080702 
0.035000 18 0.410000 0.531779 0.600000 0.013308 0.011184 -0.027451 0.573227 0.600000 0.722476 0.077463 0.750306 0.151191 
0.040000 27 0.433000 0.561625 0.600000 0.015774 0.013635 -0.040098 0.538957 0.600000 0.790764 0.111272 0.652319 0.093737 
0.045000 33 0.418000 0.550901 0.600000 0.016834 0.011601 -0.032592 0.518819 0.600000 0.806979 0.041575 0.764904 0.078434 
0.050000 47 0.418000 0.547874 0.600000 0.018636 0.017543 0.032899 0.586735 0.600000 0.759643 0.137252 0.655609 0.104841 
0.055000 57 0.432000 0.522482 0.600000 0.019089 0.017677 -0.030306 0.430484 0.600000 0.753873 0.120709 0.802562 0.103840 
0.060000 70 0.422000 0.517414 0.600000 0.020627 0.013889 -0.039838 0.587096 0.600000 0.837651 0.072026 0.690859 0.127065 
0.065000 66 0.366000 0.496125 0.600000 0.022864 0.021594 -0.006680 0.515886 0.600000 0.804370 0.112216 0.649334 0.125593 
0.070000 103 0.387000 0.500790 0.600000 0.023531 0.023959 0.006656 0.470161 0.600000 0.804968 0.070896 0.710079 0.143010 
0.075000 102 0.397000 0.535314 0.600000 0.024852 0.019446 0.097246 0.576590 0.600000 0.836863 0.086547 0.728553 0.107848 
0.080000 101 0.397000 0.492328 0.600000 0.025753 0.017928 -0.033166 0.562417 0.600000 0.867810 0.073733 0.672886 0.107410 
0.085000 95 0.396000 0.492625 0.600000 0.027974 0.026328 0.027881 0.386626 0.600000 0.873422 0.086165 0.682997 0.117238 
0.090000 127 0.402000 0.567191 0.600000 0.026303 0.022942 -0.026793 0.433381 0.600000 0.861169 0.086225 0.686816 0.082380 
0.095000 120 0.436000 0.510820 0.600000 0.028394 0.028496 0.107248 0.511639 0.600000 0.837972 0.100606 0.710546 0.097990 
0.100000 143 0.414000 0.510702 0.600000 0.032017 0.024775 -0.019917 0.466731 0.600000 0.896927 0.142999 0.544348 0.204962 
