0.005000 3 0.469000 0.515552 0.900000 0.000076 0.000186 0.622534 0.604905 0.900000 0.009170 0.000756 1.000000 0.000000 
0.010000 5 0.445000 0.535593 0.900000 0.001796 0.001507 0.029582 0.815677 0.900000 0.204584 0.021676 1.000000 0.000000 
0.015000 12 0.451000 0.531590 0.900000 0.003369 0.002563 -0.022336 0.808345 0.900000 0.346139 0.012351 1.000000 0.000000 
0.020000 42 0.457000 0.521083 0.900000 0.004242 0.003420 -0.020413 0.752565 0.900000 0.427349 0.011601 0.999016 0.001257 
0.025000 42 0.383000 0.514074 0.900000 0.005761 0.003863 -0.026973 0.813077 0.900000 0.535198 0.031592 0.970092 0.011977 
0.030000 67 0.415000 0.541030 0.900000 0.006344 0.003535 0.086781 0.901209 0.900000 0.584669 0.023802 0.963123 0.014663 
0.035000 81 0.414000 0.536464 0.900000 0.007217 0.004434 0.134854 0.782243 0.900000 0.605717 0.025975 0.969996 0.011882 
0.040000 105 0.399000 0.550360 0.900000 0.008097 0.004763 0.145367 0.841253 0.900000 0.621060 0.019156 0.974347 0.010328 
0.045000 141 0.405000 0.540149 0.900000 0.008560 0.005629 0.049600 0.897336 0.900000 0.624814 0.037213 0.966654 0.007390 
0.050000 133 0.387000 0.569962 0.900000 0.010070 0.005601 -0.011413 0.868876 0.900000 0.636792 0.023793 0.978495 0.009595 
0.055000 183 0.399000 0.531284 0.900000 0.009291 0.005752 0.017553 0.890180 0.900000 0.632512 0.070359 0.960825 0.030330 
0.060000 202 0.421000 0.538990 0.900000 0.010252 0.005619 -0.027750 0.841645 0.900000 0.638333 0.036563 0.959729 0.030360 
0.065000 222 0.382000 0.526094 0.900000 0.010889 0.004363 -0.021586 0.889210 0.900000 0.623156 0.012403 0.979216 0.018231 
0.070000 255 0.388000 0.508223 0.900000 0.011485 0.007213 -0.009483 0.869921 0.900000 0.676641 0.028727 0.917229 0.030682 
0.075000 254 0.380000 0.518916 0.900000 0.011999 0.007130 -0.023065 0.872446 0.900000 0.670212 0.022173 0.926647 0.034837 
0.080000 285 0.411000 0.530832 0.900000 0.011488 0.005141 0.093582 0.873339 0.900000 0.660937 0.020089 0.938628 0.028779 
0.085000 327 0.399000 0.518883 0.900000 0.011281 0.006231 -0.028076 0.849651 0.900000 0.722948 0.022141 0.899071 0.039316 
0.090000 345 0.397000 0.528153 0.900000 0.012880 0.006265 -0.027782 0.883419 0.900000 0.688437 0.022975 0.917426 0.034062 
0.095000 350 0.387000 0.520144 0.900000 0.013234 0.007325 -0.014674 0.858313 0.900000 0.721725 0.013262 0.924933 0.029643 
0.100000 352 0.361000 0.514664 0.900000 0.013757 0.007697 0.082443 0.867927 0.900000 0.701038 0.008436 0.885796 0.047339 
