0.005000 0 0.472000 0.527077 0.800000 0.000003 0.000006 0.324000 0.472281 0.800000 0.000431 0.000038 0.959080 0.013899 
0.010000 6 0.436000 0.534080 0.800000 0.002068 0.002499 -0.017218 0.621318 0.800000 0.213996 0.029039 1.000000 0.000000 
0.015000 23 0.420000 0.537043 0.800000 0.003615 0.004271 -0.012431 0.655526 0.800000 0.344458 0.038866 0.941945 0.016267 
0.020000 26 0.470000 0.524259 0.800000 0.004983 0.004938 0.014863 0.795235 0.800000 0.448256 0.030018 0.899754 0.037692 
0.025000 36 0.414000 0.525770 0.800000 0.006330 0.005338 -0.025020 0.752452 0.800000 0.548493 0.031958 0.931167 0.034645 
0.030000 62 0.446000 0.530076 0.800000 0.007372 0.005181 0.004397 0.681006 0.800000 0.597181 0.055462 0.933863 0.016354 
0.035000 91 0.406000 0.533991 0.800000 0.008119 0.006236 0.196983 0.749070 0.800000 0.630332 0.019048 0.893528 0.044946 
0.040000 107 0.405000 0.518651 0.800000 0.009369 0.007267 -0.022965 0.753164 0.800000 0.665268 0.064384 0.880387 0.035594 
0.045000 123 0.429000 0.529101 0.800000 0.010095 0.007754 -0.012296 0.771772 0.800000 0.667582 0.054179 0.879107 0.038915 
0.050000 151 0.378000 0.558977 0.800000 0.010631 0.007931 0.019290 0.752769 0.800000 0.652246 0.080563 0.915462 0.038455 
0.055000 169 0.378000 0.519463 0.800000 0.011054 0.008350 0.046812 0.740292 0.800000 0.652753 0.069003 0.914740 0.043871 
0.060000 194 0.380000 0.531078 0.800000 0.012220 0.009574 0.043592 0.786167 0.800000 0.683707 0.021780 0.883470 0.057734 
0.065000 217 0.368000 0.547407 0.800000 0.011295 0.007297 -0.025511 0.769977 0.800000 0.636353 0.032016 0.913894 0.037765 
0.070000 233 0.371000 0.523693 0.800000 0.014061 0.009920 -0.020581 0.765210 0.800000 0.735185 0.033849 0.818525 0.075478 
0.075000 246 0.363000 0.525523 0.800000 0.013555 0.010567 -0.024808 0.797209 0.800000 0.701488 0.031772 0.862095 0.049341 
0.080000 305 0.416000 0.527427 0.800000 0.012410 0.007238 -0.015252 0.761890 0.800000 0.716982 0.016492 0.848589 0.029892 
0.085000 298 0.361000 0.540125 0.800000 0.013847 0.008725 -0.023304 0.774182 0.800000 0.716401 0.022750 0.839996 0.044945 
0.090000 327 0.384000 0.513479 0.800000 0.014608 0.011869 -0.010858 0.749227 0.800000 0.739668 0.033550 0.833055 0.045409 
0.095000 345 0.357000 0.532462 0.800000 0.015129 0.011988 -0.005439 0.778793 0.800000 0.742750 0.028903 0.824356 0.064012 
0.100000 381 0.391000 0.552975 0.800000 0.015454 0.011857 -0.015465 0.775592 0.800000 0.789407 0.016962 0.776356 0.054618 
