0.005000 0 0.478000 0.519104 0.500000 0.000172 0.000591 0.158618 0.218367 0.500000 0.036703 0.005314 0.968856 0.022148 
0.010000 12 0.407000 0.558411 0.500000 0.003665 0.005906 0.008157 0.258631 0.500000 0.298629 0.018410 0.744122 0.075165 
0.015000 18 0.440000 0.527164 0.500000 0.006016 0.009651 -0.008375 0.276471 0.500000 0.425567 0.138758 0.734637 0.065154 
0.020000 38 0.423000 0.523107 0.500000 0.008041 0.011892 -0.005511 0.414989 0.500000 0.520374 0.113886 0.646489 0.100889 
0.025000 36 0.408000 0.505990 0.500000 0.010350 0.011382 0.014410 0.404834 0.500000 0.631570 0.130881 0.628885 0.140289 
0.030000 60 0.430000 0.528380 0.500000 0.012041 0.013478 0.019540 0.444727 0.500000 0.644510 0.083579 0.745316 0.087367 
0.035000 73 0.413000 0.495219 0.500000 0.014272 0.016741 -0.007359 0.432492 0.500000 0.632188 0.109157 0.562933 0.092622 
0.040000 123 0.446000 0.581036 0.500000 0.014059 0.016955 0.013059 0.349003 0.500000 0.672707 0.072108 0.563446 0.114749 
0.045000 123 0.411000 0.524469 0.500000 0.016783 0.019846 -0.007190 0.386049 0.500000 0.694702 0.081559 0.563666 0.166604 
0.050000 137 0.389000 0.530222 0.500000 0.018721 0.020744 0.001964 0.402497 0.500000 0.719614 0.052180 0.543822 0.116093 
0.055000 190 0.407000 0.548272 0.500000 0.018988 0.022218 -0.002710 0.387080 0.500000 0.718880 0.084170 0.646026 0.069187 
0.060000 192 0.390000 0.564375 0.500000 0.021791 0.026860 -0.009443 0.378384 0.500000 0.731779 0.065528 0.647993 0.079882 
0.065000 209 0.382000 0.543449 0.500000 0.021805 0.023539 0.029989 0.428900 0.500000 0.742627 0.096583 0.685520 0.082316 
0.070000 227 0.383000 0.566079 0.500000 0.024733 0.022618 -0.012326 0.378702 0.500000 0.816233 0.038126 0.416689 0.155174 
0.075000 244 0.391000 0.526413 0.500000 0.024500 0.026733 0.005402 0.353063 0.500000 0.789627 0.030919 0.658038 0.131593 
0.080000 305 0.408000 0.529472 0.500000 0.022501 0.020410 -0.007093 0.388361 0.500000 0.846429 0.055805 0.524844 0.100681 
0.085000 342 0.371000 0.520562 0.500000 0.022185 0.027882 0.055513 0.351433 0.500000 0.808363 0.122162 0.578204 0.091121 
0.090000 334 0.380000 0.555852 0.500000 0.028780 0.033149 -0.006629 0.350476 0.500000 0.814659 0.044434 0.491816 0.077243 
0.095000 361 0.355000 0.531529 0.500000 0.026452 0.022628 -0.012908 0.383809 0.500000 0.856047 0.078905 0.493469 0.085399 
0.100000 383 0.377000 0.562152 0.500000 0.023587 0.020522 -0.011719 0.407495 0.500000 0.845457 0.050288 0.603243 0.069666 
