0.005000 0 0.465000 0.512775 0.600000 0.000962 0.002885 0.108511 0.440006 0.600000 0.106685 0.022016 0.989794 0.011661 
0.010000 10 0.453000 0.498460 0.600000 0.002814 0.004992 0.039933 0.348989 0.600000 0.255962 0.063253 0.935493 0.047319 
0.015000 19 0.417000 0.509738 0.600000 0.004982 0.007691 -0.001201 0.406881 0.600000 0.389290 0.094316 0.870088 0.059343 
0.020000 34 0.423000 0.509250 0.600000 0.006916 0.008353 -0.011954 0.361465 0.600000 0.536715 0.098740 0.741288 0.096845 
0.025000 49 0.405000 0.549786 0.600000 0.008483 0.010448 -0.012965 0.431104 0.600000 0.567125 0.140736 0.772133 0.145207 
0.030000 70 0.444000 0.532750 0.600000 0.009978 0.009594 -0.001519 0.480464 0.600000 0.631917 0.091249 0.774702 0.049748 
0.035000 85 0.437000 0.526808 0.600000 0.011037 0.009304 0.021557 0.577933 0.600000 0.694885 0.045192 0.638325 0.126311 
0.040000 115 0.413000 0.543619 0.600000 0.012528 0.012031 -0.011479 0.518244 0.600000 0.688889 0.066659 0.599315 0.127555 
0.045000 126 0.402000 0.548347 0.600000 0.013831 0.012888 0.008947 0.439809 0.600000 0.751373 0.069749 0.709046 0.086732 
0.050000 167 0.395000 0.534693 0.600000 0.014440 0.014513 -0.014107 0.522034 0.600000 0.730523 0.046835 0.736594 0.064381 
0.055000 172 0.410000 0.532891 0.600000 0.015220 0.014380 -0.004277 0.559048 0.600000 0.714677 0.063540 0.776414 0.093869 
0.060000 199 0.428000 0.559336 0.600000 0.016821 0.018566 0.018936 0.516018 0.600000 0.738117 0.075444 0.733009 0.063829 
0.065000 209 0.372000 0.534145 0.600000 0.018506 0.014696 -0.017592 0.531189 0.600000 0.758239 0.018424 0.775052 0.047586 
0.070000 233 0.372000 0.556788 0.600000 0.019774 0.018484 -0.016185 0.554515 0.600000 0.778093 0.062414 0.574283 0.108391 
0.075000 261 0.371000 0.550323 0.600000 0.018954 0.017293 -0.013641 0.513365 0.600000 0.808106 0.050824 0.671047 0.106351 
0.080000 309 0.438000 0.525782 0.600000 0.017005 0.014451 -0.010249 0.503403 0.600000 0.795335 0.052497 0.664512 0.101334 
0.085000 324 0.416000 0.513897 0.600000 0.019006 0.020809 -0.015231 0.505857 0.600000 0.810954 0.030071 0.665009 0.079776 
0.090000 346 0.384000 0.522094 0.600000 0.020209 0.017623 -0.012945 0.484087 0.600000 0.855302 0.043403 0.597312 0.067338 
0.095000 354 0.340000 0.522829 0.600000 0.021090 0.018514 -0.000679 0.553596 0.600000 0.809691 0.060754 0.648755 0.104230 
0.100000 384 0.366000 0.550688 0.600000 0.022459 0.017047 -0.017931 0.513344 0.600000 0.820842 0.043272 0.650450 0.057444 
