0.050000 20 0.409000 0.771191 1.000000 0.581512 0.009472 0.855172 0.012824 
0.100000 56 0.336000 0.780306 1.000000 0.784916 0.015012 0.744927 0.022549 
0.300000 278 0.292000 0.778576 1.000000 0.973361 0.012887 0.364984 0.039642 
0.500000 596 0.270000 0.780572 1.000000 0.994327 0.004508 0.262158 0.039531 
0.700000 822 0.268000 0.781504 1.000000 0.995879 0.003049 0.291924 0.044621 
1.000000 1323 0.259000 0.776846 1.000000 0.997078 0.002930 0.193001 0.043108 
1.300000 1827 0.279000 0.777778 1.000000 0.998480 0.001863 0.172382 0.038376 
1.500000 2170 0.227000 0.777578 1.000000 0.998732 0.001757 0.143287 0.040269 
